,att_num_0,att_num_1,att_num_2,target_0,datetime
0,5.404586775902357,1.897398097000882,7.549819429677742,0,2022-07-08 00:00:00
1,0.5367894878719959,9.890630283699892,0.6012761785031162,1,2022-07-08 00:00:01
2,1.305948386977287,7.188564073313687,0.17770023463578144,0,2022-07-08 00:00:02
3,7.833599550032223,2.421654758150865,4.53660159926036,1,2022-07-08 00:00:03
4,7.154294084453255,6.92445802480902,5.851779298975426,1,2022-07-08 00:00:04
5,2.631358379819818,0.014572341350123086,8.9806714085678,0,2022-07-08 00:00:05
6,4.152878160429609,3.836230150953707,1.6834319639323092,0,2022-07-08 00:00:06
7,4.904293483360929,9.193790448351606,9.248446877257855,1,2022-07-08 00:00:07
8,2.1281594325676814,0.22612841132847006,7.265994938002286,0,2022-07-08 00:00:08
9,3.1920947114334774,8.78586527075582,0.7022686946240941,1,2022-07-08 00:00:09
10,5.63780463985533,2.5859718483043634,3.2453901754012504,0,2022-07-08 00:00:10
11,9.548279565329805,3.2001078480916356,6.865836324051685,1,2022-07-08 00:00:11
12,0.5143030475681332,0.4297582136585787,3.7859195547818905,0,2022-07-08 00:00:12
13,7.077284385673691,1.5410462375872158,6.54434723214912,0,2022-07-08 00:00:13
14,3.644587658871571,9.157984811170222,8.673924578679404,1,2022-07-08 00:00:14
15,8.455365682714342,2.2973541151138246,7.9487800526730865,1,2022-07-08 00:00:15
16,0.9817604069388641,7.238752002956548,2.573945613462013,0,2022-07-08 00:00:16
17,6.805816061107212,3.2916205321794423,9.770946426267876,1,2022-07-08 00:00:17
18,4.544033896637538,9.597254977940203,2.3642981629740314,1,2022-07-08 00:00:18
19,5.192817074689151,3.410150672021354,9.0272011622923,0,2022-07-08 00:00:19
20,9.017816479709262,4.384406362165327,2.4694809778939297,1,2022-07-08 00:00:20
21,2.731404543057867,0.17531983860843314,3.3703206835615163,0,2022-07-08 00:00:21
22,4.443754447626147,6.588296537485401,2.7937869979466634,1,2022-07-08 00:00:22
23,9.767584308498261,0.925329878385498,7.880374007768017,1,2022-07-08 00:00:23
24,8.603055279061097,0.5636642434392902,9.963210785198553,1,2022-07-08 00:00:24
25,8.473946096160098,3.530442977109778,2.434121727545419,1,2022-07-08 00:00:25
26,0.45650680907078467,2.3769005592546746,8.56630357833762,0,2022-07-08 00:00:26
27,3.770798535367322,2.8226777882971876,9.119291714789856,0,2022-07-08 00:00:27
28,2.741593897441051,1.295452323108075,8.395449624641637,0,2022-07-08 00:00:28
29,9.89565193235467,5.269565299611763,2.998074175243708,1,2022-07-08 00:00:29
30,0.9671554653140579,6.382499809649885,7.5880936349147765,0,2022-07-08 00:00:30
31,9.84933488573876,7.951199676110492,7.354531453835528,1,2022-07-08 00:00:31
32,6.410946421480181,5.464557852093694,2.7036801342123162,1,2022-07-08 00:00:32
33,7.112182682252395,6.584072800956476,8.82711437871315,1,2022-07-08 00:00:33
34,2.5010083934293825,5.411532571681689,8.94156417850016,0,2022-07-08 00:00:34
35,6.837231667114323,4.144992639501036,6.401554478353826,1,2022-07-08 00:00:35
36,8.3778940760954,1.7560055350384662,2.108780746641008,1,2022-07-08 00:00:36
37,4.016391689811676,2.4242381368868307,8.265121841661424,0,2022-07-08 00:00:37
38,4.141108055679873,4.938932071310934,3.45218228356186,1,2022-07-08 00:00:38
